Started At,Completed At,Completion Status,Device Type,Browser,Utm Source,Utm Medium,Utm Campaign,Utm Content,Mkt Tok,1. What professional role(s) do you play?,,,,,,,,,,,2. Which most accurately describes your role?,3. How many years of experience do you have?,4. What is the size of your current company?,5. What type of company do you work for?,,,,,,6. In which country do you live?,,,7. Which word best describes the area where you live and work?,8. What is your education level?,"9. If you have a degree, did you study a technology-related field?",10. What is your age range?,11. Do you identify as having a disability as defined under the Americans with Disabilities Act?,,,,,,,,,,,,,,,,"12. Do you identify as a ""person of color""?",13. With which racial background(s) do you identify?,,,,,,,,14. Do you identify with any of the following?,,,,,,,,15. Do you consider yourself to be transgender/gender non-conforming?,16. What is your primary gender identity today?,"17. Do you practice, worship, or observe a particular religion?","18. Thinking about your childhood, which socio-economic class did you identify with?","19. Thinking about your current situation, which socio-economic class do you identify with?",20. Which of the following languages do you use in the workplace?,,,,,,,,,,"21. At work, I feel comfortable expressing the aspects of my identity that are important to me.","22. At work, it's important to me that I feel comfortable expressing my identity.",23. Encouraging people to express any/all aspects of their identities benefits my company.,"24. What else do you identify with? Call out anything we've missed that makes you, well, you!",25. How likely are you to recommend the Diversity of the Web survey to a friend or colleague?
2016-11-01 12:24:06 -0700,2016-11-01 12:26:10 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Neutral,Neutral,,
2016-11-01 12:29:47 -0700,2016-11-01 12:31:42 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,50 - 100 employees,,,,,,game development,US,,,Urban,Some college/technical training,,16-24,,,,,,,Prefer not to answer,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Neutral,Agree,Strongly agree,,6
2016-11-01 15:16:06 -0700,2016-11-01 15:28:10 -0700,completed,ios,iPhone 10.0,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Neutral,Neutral,,7
2016-11-01 17:29:44 -0700,2016-11-01 17:32:18 -0700,completed,mac,Chrome 54.0.2840.71,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,10 - 20 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Working class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,,7
2016-11-01 18:28:39 -0700,2016-11-01 18:30:44 -0700,completed,mac,Chrome 54.0.2840.71,,,,,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,50 - 100 employees,,,,Non-agency organization,,,US,,,Suburban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,7
2016-11-01 19:45:12 -0700,2016-11-01 19:49:40 -0700,completed,android,Chrome 54.0.2840.68,,,,,,,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",16 - 20,Under 10 employees,,Digital Agency,,,Freelancer,,GB,,,Suburban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,,,,,,,,,Strongly agree,Agree,Strongly agree,,0
2016-11-01 20:05:41 -0700,2016-11-01 20:10:24 -0700,completed,android,Chrome 54.0.2840.85,,,,,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,11 - 15,50 - 100 employees,Web Agency / Development Shop,,,,,,IN,,,Urban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,,Prefer not to answer,,No,Female,Yes,Upper class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,"Mom, wife",4
2016-11-01 20:08:54 -0700,2016-11-01 20:12:46 -0700,completed,ios,iPhone 0.0,,,,,,,,,Technical/Solutions Architect,,,,Product Manager/Owner,Sales,,,I am a formal manager,16 - 20,20 - 50 employees,,Digital Agency,,,,,US,,,Suburban,Completed master's degree,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Disagree,Agree,,6
2016-11-01 21:36:12 -0700,2016-11-01 21:40:38 -0700,completed,android,Chrome 54.0.2840.68,,,,,,,,UX/UI,,,Content Developer/Strategist,,Product Manager/Owner,,,,My role does not involve leadership or management,2 - 5,10 - 20 employees,Web Agency / Development Shop,,,,,,CR,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,Latino,,,,,,,,,,,Straight,,,No,Male,No,Working class,Upper middle class,English,,Spanish,,,,,,,,Agree,Agree,Agree,,8
2016-11-02 01:22:29 -0700,2016-11-02 01:26:50 -0700,completed,windows,Chrome 54.0.2840.71,,,,,,Developer,,,,Technical Lead,Content Developer/Strategist,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,,,Advertising Agency,,,,FI,,,Urban,Completed master's degree,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Lower middle class,Upper middle class,,,,,,,,,,Finnish,Agree,Agree,Agree,Introvert,6
2016-11-02 03:03:19 -0700,2016-11-02 03:08:12 -0700,completed,windows,Chrome 54.0.2840.71,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,6 - 10,200+ employees,,,,,,consulting,IN,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,,,,,,Prefer not to answer,,,,,,,,Prefer not to answer,,No,Female,Yes,Working class,Working class,English,,,,,,,,,,Agree,Agree,Agree,Sure,5
2016-11-02 06:24:56 -0700,2016-11-02 06:28:05 -0700,completed,mac,Safari 10.0,,,,,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,I am a formal manager,6 - 10,Under 10 employees,,,,,Freelancer,,GB,,,Rural,Some college/technical training,,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,Lesbian,Queer,,,,Yes,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,10
2016-11-02 06:38:29 -0700,2016-11-02 06:41:37 -0700,completed,windows,Chrome 54.0.2840.71,,,,,,,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",20+,200+ employees,,,Advertising Agency,,,,GB,,,Urban,Completed college,No,35-44,"Yes, Cognitive","Yes, Emotional",,"Yes, Physical",,,,,,,,,,,,,No,,,,,,White,,,,,Gay,,Queer,,,,No,Male,No,Working class,Lower middle class,English,French,Spanish,,,,,,,,Strongly agree,Strongly agree,Strongly agree,"HIV+, autism spectrum",10
2016-11-02 06:42:35 -0700,2016-11-02 06:48:19 -0700,completed,ios,iPhone 10.0,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,6 - 10,50 - 100 employees,,Digital Agency,,,,,GB,,,Urban,Completed college,Yes,35-44,,,,,"Yes, Other",,,,,,,,,,,,No,,,,,,White,,,Asexual,,Gay,,,,,,No,Male,No,Working class,Lower middle class,English,,,,,,,,,,Agree,Neutral,Neutral,,7
2016-11-02 09:36:06 -0700,2016-11-02 09:39:05 -0700,completed,android,Chrome 54.0.2840.68,,,,,,,,,Technical/Solutions Architect,,,,,Technical director,,,"I am not a manager, though I do hold a leadership role",11 - 15,10 - 20 employees,Web Agency / Development Shop,,,,,,CA,,,Urban,Completed master's degree,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,French,,,,,,,,,Agree,Agree,Strongly agree,,10
2016-11-02 09:53:52 -0700,2016-11-02 09:57:33 -0700,completed,windows,Firefox 51.0,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,10 - 20 employees,,,,Non-agency organization,,,GB,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,Queer,,,,Yes,Trans MtF,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,,8
2016-11-02 10:26:06 -0700,2016-11-02 10:29:42 -0700,completed,ios,iPad 10.0,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,20+,10 - 20 employees,Web Agency / Development Shop,,,,,,NL,,,Urban,Some high school,,55-64,,,,,,No,,,,,,,,,,,No,Asian,Black,Latino,Native American,Pacific Islander,White,,,,,,,,Straight,,,No,Male,No,Working class,Working class,English,,,,,,,,,Dutch,Strongly agree,Strongly agree,Strongly agree,,8
2016-11-02 10:43:43 -0700,2016-11-02 10:46:08 -0700,completed,mac,Chrome 54.0.2840.71,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,,,Content Developer/Strategist,,,,,,I am a formal manager,11 - 15,20 - 50 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,Lesbian,,,,,No,Female,"Yes, and I identify as a religious minority",Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,7
2016-11-02 11:50:55 -0700,2016-11-02 11:53:50 -0700,completed,ios,iPhone 0.0,,,,,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,200+ employees,Web Agency / Development Shop,,,,,,FI,,,Urban,Completed master's degree,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,,Prefer not to answer,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,finnish,Agree,Strongly agree,Strongly agree,,7
2016-11-02 13:50:39 -0700,2016-11-02 13:53:03 -0700,completed,ios,iPhone 10.0,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,,,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,50 - 100 employees,,,,Non-agency organization,,,US,,,Suburban,Completed master's degree,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,"Yes, and I identify as a religious minority",Upper middle class,Upper middle class,English,,,,,,,,,Hebrew,Strongly agree,Agree,Agree,,8
2016-11-02 14:23:19 -0700,2016-11-02 14:25:40 -0700,completed,mac,Chrome 54.0.2840.71,GaggleAMP-Pantheon,Twitter (GaggleAMP),External,be-represented-a-community-authored-census-of-diversity-and-inc-735691,,Developer,,,,,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,100 - 200 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,Lesbian,,,,,No,Female,No,Working class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-11-02 15:28:54 -0700,2016-11-02 15:33:24 -0700,completed,android,Chrome 53.0.2785.124,,,,,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,RO,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,Asexual,,,,,Straight,,,No,Male,No,Working class,Lower middle class,English,French,,,,,,,,"Romanian, German ",Strongly agree,Agree,Agree,,
2016-11-02 18:28:00 -0700,2016-11-02 18:34:02 -0700,completed,mac,Safari 10.0.1,,,,,,,,UX/UI,,,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,Under 10 employees,,Digital Agency,,,,,DE,,,Suburban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,,,,,,,,,,German,Agree,Agree,Agree,,5
2016-11-03 05:20:01 -0700,2016-11-03 05:22:02 -0700,completed,mac,Chrome 54.0.2840.87,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,I am a formal manager,20+,Under 10 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,10
2016-11-03 16:10:22 -0700,2016-11-03 16:26:46 -0700,completed,ios,iPhone 0.0,,,,,,,Designer,,,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,Under 10 employees,,,,,Freelancer,Design collective ,LB,,,Urban,BS university degree,,35-44,,,,"Yes, Physical",,,,,,,,,,,,,No,,,,,,,,Mediterranean/middle eastern ,,,Gay,,,,,,No,Male,"Yes, and I identify as a religious minority",Lower middle class,Upper middle class,English,French,,,Arabic,,,,,,Neutral,Agree,Neutral,"1. Lebanese Nationality and language, like having a Lebanese flag for Arabic instead of a Saudi or Egyptian one
2. being Christian and not stereotyped as Muslim from the Middle East
3. being Syriac Aramaic which became a minority culture in my region.
4. I prefer having English as my primary language to use on the web and not be transferred directly to the Arabic versions.",9
2016-11-03 20:12:44 -0700,2016-11-03 20:16:26 -0700,completed,linux,Firefox 49.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,11 - 15,Under 10 employees,,Digital Agency,,,,,US,,,Urban,Completed master's degree,Yes,65-74,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Male,Yes,Working class,Lower middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,,8
2016-11-04 04:04:43 -0700,2016-11-04 04:10:28 -0700,completed,android,Chrome 54.0.2840.68,,,,,,Developer,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,200+ employees,,,Advertising Agency,,,,RW,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,Chinese,,,,,,,Agree,Agree,Agree,,0
2016-11-04 04:37:04 -0700,2016-11-04 04:40:25 -0700,completed,windows,Firefox 47.0,,,,,,,,,,,,,,Technical Writer,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,PL,,,Urban,Completed Ph.D,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Upper middle class,Upper middle class,English,,,,,,,,,Polish,Strongly agree,Neutral,Neutral,,2
2016-11-04 06:04:35 -0700,2016-11-04 06:07:53 -0700,completed,linux,Firefox 45.0,,,,,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,100 - 200 employees,Web Agency / Development Shop,,,,,,CA,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,,French,,,,,,,,,Agree,Agree,Agree,,10
2016-11-04 10:51:11 -0700,2016-11-04 11:00:31 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Project Manager,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,,,,No,Female,"Yes, and I identify as a religious minority",Upper middle class,Lower middle class,English,,,,,,,,,,Strongly agree,Agree,Strongly agree,A nerd and a folk dancer!,7
2016-11-04 10:51:26 -0700,2016-11-04 10:55:12 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,Technical/Solutions Architect,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Working class,Working class,English,,,,,,,,,,Agree,Agree,Neutral,,7
2016-11-04 10:55:45 -0700,2016-11-04 10:59:06 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,Technical Lead,,,,,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,,0
2016-11-04 11:07:07 -0700,2016-11-04 11:09:39 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,UX/UI,,,,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Lower middle class,English,,,,,,,,,,Neutral,Agree,Agree,,5
2016-11-04 11:10:19 -0700,2016-11-04 11:12:45 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,Content Developer/Strategist,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,,2
2016-11-04 11:10:46 -0700,2016-11-04 11:13:09 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,7
2016-11-04 11:53:47 -0700,2016-11-04 11:59:02 -0700,completed,mac,Chrome 53.0.2785.116,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,UX/UI,,,,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Female,Yes,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,,4
2016-11-04 12:19:45 -0700,2016-11-04 12:22:04 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",0 - 1,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Working class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Agree,,10
2016-11-04 12:35:25 -0700,2016-11-04 13:38:28 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,35-44,,"Yes, Emotional",,,,,,,,,,,,,,,No,Asian,,,,,White,,,,Bisexual,,,,,,,No,Male,No,Working class,Upper middle class,English,,,,,,,,,,Strongly agree,Agree,Strongly agree,,3
2016-11-04 12:44:32 -0700,2016-11-04 13:03:10 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,UX/UI,Technical/Solutions Architect,,,QA/Testing,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,2
2016-11-04 13:04:31 -0700,2016-11-04 13:07:16 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,Technical Lead,,,,,,,I am a formal manager,6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,,
2016-11-04 13:10:27 -0700,2016-11-04 13:13:02 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,,,,,White,,,,,Gay,,,,,,No,Male,No,Working class,Lower middle class,English,French,,,,,,,,,Agree,Neutral,Agree,,10
2016-11-04 13:14:06 -0700,2016-11-04 13:17:02 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Technical Documentation,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed master's degree,No,25-34,,,,,,No,,,,,,,,,,,Yes,,,Latino,,,,,,,,,,,,Prefer not to answer,,Yes,Female,No,Working class,Working class,English,,,,,,,,,,Neutral,Agree,Strongly agree,,2
2016-11-04 17:41:56 -0700,2016-11-04 17:44:27 -0700,completed,ios,iPhone 0.0,tr.im,t.co,tr.im/diversity,link_click,,,,,,Technical Lead,,,,,,,I am a formal manager,11 - 15,200+ employees,,,,Non-agency organization,,,US,,,Urban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Working class,Upper class,English,,,,,,,,,,Disagree,Neutral,Agree,,6
2016-11-04 17:58:14 -0700,2016-11-04 18:02:11 -0700,completed,ios,iPhone 0.0,tr.im,t.co,tr.im/diversity,link_click,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,Under 10 employees,,,,,Freelancer,,US,,,Urban,Completed college,Yes,16-24,,,,,"Yes, Other",,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Strongly agree,Agree,,7
2016-11-05 03:59:57 -0700,2016-11-05 04:03:56 -0700,completed,windows,Chrome 54.0.2840.71,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,Designer,UX/UI,Technical/Solutions Architect,Technical Lead,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,200+ employees,Web Agency / Development Shop,,,,,,IN,,,Urban,Completed college,Yes,16-24,,,,,,No,,,,,,,,,,,No,Asian,,,,,,,,,,,,,Straight,,,No,Male,Yes,Working class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,5
2016-11-05 04:46:01 -0700,2016-11-05 04:54:26 -0700,completed,windows,Firefox 49.0,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,,,,Non-agency organization,,,AU,,,Suburban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,"I feel that my moral framework and political convictions contribute more to my identity than my race, religion, gender and sexual orientation.",3
2016-11-05 06:24:57 -0700,2016-11-05 06:30:18 -0700,completed,ios,iPhone 0.0,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,,,Technical/Solutions Architect,,,,,,,,"I am not a manager, though I do hold a leadership role",20+,100 - 200 employees,,,,Non-agency organization,,Marketing,US,,,Urban,Some high school,,45-54,,,,,,,Prefer not to answer,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,"This entire thing is stupid. If you need to bring your sexual ""identity"" into work, you need therapy.",0
2016-11-05 09:25:21 -0700,2016-11-05 09:27:10 -0700,completed,mac,Chrome 53.0.2785.143,,,,,,Developer,,,,,,,,support,,,My role does not involve leadership or management,0 - 1,10 - 20 employees,Web Agency / Development Shop,,,,Freelancer,,US,,,Suburban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,"Yes, and I identify as a religious minority",Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,9
2016-11-05 18:38:54 -0700,2016-11-05 18:41:27 -0700,completed,mac,Safari 9.1.3,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,Designer,,Technical/Solutions Architect,Technical Lead,,QA/Testing,Product Manager/Owner,,,,I am a formal manager,0 - 1,Under 10 employees,,,,Non-agency organization,,,US,,,Rural,Completed college,No,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,skater,10
2016-11-06 14:02:36 -0800,2016-11-06 14:11:52 -0800,completed,linux,Firefox 46.0,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",0 - 1,10 - 20 employees,,Digital Agency,,,,,UA,,,Urban,Completed college,Yes,16-24,,,,,,,Prefer not to answer,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Neutral,I'm sooooooo fucking tired.,3
2016-11-06 14:53:16 -0800,2016-11-06 14:55:37 -0800,completed,android,Chrome 54.0.2840.68,,,,,,Developer,,UX/UI,Technical/Solutions Architect,,Content Developer/Strategist,QA/Testing,Product Manager/Owner,,,,I am a formal manager,6 - 10,Under 10 employees,,,,,Freelancer,,AU,,,Rural,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,8
2016-11-06 16:35:42 -0800,2016-11-06 16:37:35 -0800,completed,linux,Firefox 47.0,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",0 - 1,200+ employees,,,,Non-agency organization,,,US,,,Suburban,Some college/technical training,,16-24,,,,,,No,,,,,,,,,,,No,Asian,,,,,,,,,,,,,Straight,,,No,Male,Yes,Upper middle class,Upper middle class,English,,,,,,,,,,Neutral,Neutral,Neutral,,0
